D0000042509167||2021년 제1회 서대문구 보상협의회 개최 결과 보고  일시 : 2021. 4. 29.(목) ~ 5. 4.(화)  심의위원 : 서대문구 보상협의회 위원 12명  심의방법 : 서면심의  심의안건 1) 판결(부당이득금 소송)에 따른 도로사용료 납부 토지의 매입 결정 2) 도시계획시설사업 구간 외 잔여지 등의 확대보상 여부  심의결과 ❍ 심의안건 : 2건
20190710145455462||다산신도시 자연&푸르지오 기관추천 특별공급 안내문 Ⅳ 유의사항 안내 - 분양가상한제 적용주택 등에 이미 당첨되어 재당첨 제한 기간 내에 있는 분 및 그 세대에 속한 분과 부적격 당첨으로 인해 입주자로 선정될 수 없는 기간(당첨일로부터 1년) 내에 있는 분은 신청할 수 없습니다. - 자격요건을 갖춘 분 중 먼저 해당기관에 신청하고 해당기관이 특별공급대상자로 선정하여 사업주체에 통보기한 내에 통보된 분(거주요건 등 우선순위 기준은 해당 기관장이 정합니다.) 만이 청약신청 가능합니다. - 사업주체에 통보된 대상자는 통지시 기재된 주택형으로 금융결제원에 신청내역을 등록함에 따라 청약자 임의로 주택형 변경 등 추천내역과 상이하게 청약접수가 불가합니다. - 해당기관에서 특별공급대상자(당첨예정자 및 예비대상자)로 선정·통보되었다 하더라도 반드시 해당 신청일에 인터넷 청약신청의 방법으로 청약 신청하여야 합니다. [미신청 시 당첨자 선정(동·호 배정) 및 계약불가] - 당첨예정자는 당첨이 확정되어 있는 상태에서 신청하는 것이므로, 신청자 및 그 세대에 속한 분은 타 특별공급에 중복신청이 불가하며, 중복청약 할 경우 부적격 처리하며, 일반공급의 신청 시 무효처리 됩니다. - 예비대상자의 경우 일반공급에도 중복신청 할 수 있으나, 특별공급 당첨 시 일반공급 신청은 무효가 됩니다. - 「주택공급에 관한 규칙」 제35조부터 제47조까지의 특별공급 및 「주택공급에 관한 규칙」 개정(’10.2.23)이전에 “3자녀우선공급” 및 “노부모부양 우선공급”을 받은 분 및 그 세대에 속한 분은 특별공급을 받은 것으로 간주하므로 특별공급에 신청할 수 없습니다. (특별공급은 1회에 한하여 공급. 단,「주택공급에 관한 규칙」 제35조 제12호부터 제14호까지에 해당하는 경우에는 1회 이상 공급가능) - 남양주 다산지금지구는 조정대상지역 내 청약과열지역으로 기 분양 주택의 중도금 대출 보유 시 대출이 불가할 수 있으니 이점 양지하여 주시기 바랍니다. - 공급금액, 전매제한기간, 재당첨기간, 공급대상 주택관련 세부사항 및 유의사항은 입주자모집공고문을 확인하시어 공고문 미확인으로 인한 불이익이 발생치 않도록 안내하여 주시기 바랍니다. - 신청 주택형별 세부사항 등은 견본주택, 팜플렛 및 문의전화 등을 통하여 다시 한번 반드시 확인 후 신청하여주시기 바랍니다. - 상기 내용은 인쇄과정상 착오가 있을 수 있으며 기재사항 오류 시 관계법령이 우선합니다.
38508_10||한강하구의 복원과 활용: 경기도의 주요 과제 Ⅲ. 한강하구와 경기도의 주요 과제 9. 파주, 김포 통일경제특구 조성  파주시와 김포시의 북한 접경지역을 남북한의 경제협력과 통합을 위한 통일경제특구로 조성 ○ 파주시의 접경지역 일대는 문재인 정부의 ‘한반도 신경제지도 구상’에서 제시한 서해안 산업·물류·교통 벨트의 핵심지역으로서, LCD 전후방 연관 산업과 개성공단 관련 부품·소재 산업 중심의 통일경제특구로 조성 ○ 김포시의 접경지역 일원도 서해안 남북교류 벨트에 위치해 있으며 남북 1축 간선 교통망과 인천공항~개성공단 고속도로가 만나는 지점으로서, 통일경제특구로 지정하여 대북한 물류·유통·항공·우주·선박·신소재 산업 생산기지로 육성 - 향후 경원축에서의 남북교류협력 활성화를 위해, 연천군 접경지역 내 통일경제특구 추가 조성도 적극 검토 10. 고양 JDS, 경인 아라뱃길 자유무역지역 지정·운영  남북 간 경제협력에 필요한 인프라와 지리적 근접성을 가진 고양 JDS와 경인 아라뱃길 지역을 대북 경제협력 관련 ‘자유무역지역’으로 지정·운영 ○ 고양시의 JDS 지역은 북한의 서해안 개발 및 경제특구 추진전략과 연계 개발이 가능한 지역으로서, 금융·무역 및 문화 영상 콘텐츠 산업 중심의 자유무역지역으로 지정·운영하여 남북경제교류의 중심지로 육성 ○ 경인 아라뱃길 지역은 김포공항과 선박터미널 등의 항공·선박 운송 인프라가 구비되어 있어 북한과의 물적 교류가 용이한 지역으로서, 물류·유통·항공·우주·선박·신소재 산업 관련 자유무역지역으로 지정·운영하여 대북 경제협력의 기지로 활용
82672||김명자 환경부장관, 거리응원 청소에 수고하는 환경미화원 찾아 격려 □ 김명자 환경부장관은 거리응원 인파가 500만에 달할 것으로 예상되는 스페인전에 앞서 월드컵 경기장 및 거리응원 쓰레기 처리에 노고가 많은 환경미화원을 격려하고자, ○ 6월21일 오전 9시에서 10시에 걸쳐 시청 앞 및 광화문 일대 거리응원 장소 청소를 담당하는 서울 중구 및 종로구의 환경미화원을 찾아 떡과 격려금을 전달하고 이들의 노고에 감사드릴 계획이며, <참고> 서울 시청 및 광화문 일대 투입 청소인력 - 시청앞 광장 : 총 203명(환경미화원 170명, 직원 20명, 차량 13대) - 광화문 일대 : 총 265명(환경미화원 205명, 직원 25명, 차량 35대) ○ 이와 아울러 월드컵 대회 종료와 함께 전국 10개 개최도시에서 경기장 청소와 거리응원 청소에 노고가 많았던 환경미화원 150명을 선발하여 표창과 격려를 실시 할 계획이라고 밝혔다.
1205298_21||부산광역시 2018년 달라지는 시책과 제도 환경‧위생 분야 1 소각·매립 쓰레기 폐기물처분부담금 부과 국가에서 쓰레기 발생 억제와 발생된 쓰레기의 재활용을 장려하기 위해 재활용하지 않는 쓰레기 발생량에 대하여 폐기물처분부담금을 부과합니다. 파급효과 가정에서 배출하는 쓰레기의 폐기물처분부담금은 각 해당 구청(군청)에서 부담하고 사업장 쓰레기는 사업장 배출자가 부담하게 되며 이에 따른 쓰레기 종량제 봉투가격이 인상될 수 있음 관련근거 자원순환기본법 제21조(2018.1.1 시행) 알려드립니다 2018년부터 국가에서 폐기물처분부담금을 부과・징수합니다. 재활용을 하지 않는 소각‧매립 쓰레기는 2018년부터 쓰레기 처리비용이 추가로 발생하게 되니 각 가정과 사업장에서는 쓰레기 발생량을 줄이기 위해 노력하고 재활용품 분리배출 등 쓰레기 재활용에 적극 참여 합시다.
161207||산업부, 3조 2,068억원 규모 2019년 R&D 지원계획 발표 ② 4차 산업혁명 시대의 급속한 기술발전 속도에 대응하여 자체적 기술개발과 함께 국내외에서 이미 개발된 기술을 최대한 활용하도록 하는 “플러스 알앤디(Plus R&D) 전략”을 적극 도입할 계획이다. * 기술개발 기간 단축 등 旣 개발된 기술을 효율적으로 활용하는 경우 평가 시 우대, 기술개발에 앞서 기술도입 가능성 검토 의무화 ③ 미래산업의 근간이 되는 핵심기술이 꾸준히 축적되고, 많은 기업에 확산될 수 있도록 “연구·시험평가 공공데이터 공유 방안 마련” 및 “산업데이터 플랫폼 구축 프로젝트*”를 추진할 계획이다. * 2019년 중 데이터 공유를 통한 신산업 창출효과가 가장 클 것으로 예상되는 바이오 헬스, 자동차, 에너지, 소재 등 4개 분야 우선 구축 추진 □ 산업부는 2019년 산업기술 연구개발(R&D) 사업 참여 희망자에 대한 폭넓은 정보제공을 위해 한국산업기술평가관리원 등 전담기관 홈페이지를 통해 사업안내 자료를 제공하는 한편, ㅇ 2019년 1월 중 ‘부처 합동설명회’(과기정통부 주관)를 통해 서울, 대전에서 2019년 산업기술 연구개발(R&D) 사업 시행계획 설명을 시행할 예정이다
158565||11월부터 수소차로 택시, 카쉐어링 서비스 개시 - 수소차 택시·카쉐어링 업무 협약식 및 차량 공개 - □ 산업통상자원부(장관 주형환)는 11월부터 수소차를 활용한 택시와 자동차 공유(카쉐어링) 서비스를 시작한다고 발표했다. ㅇ 정부는 지난 7. 7. 제10차 무역투자회의에서 ‘전기차·수소차 발전전략’을 통해 수소차를 활용한 택시·자동차 공유(카쉐어링) 시범사업 추진계획에 대해 발표한 바 있으며, ㅇ 이에 따라 관련업체와 지자체가 9. 12.(월) 10:30, 세종컨벤션센터에서 원활한 시범사업 추진을 위해 업무 협약식을 열었다. □ 수소 택시는 11월부터 울산에서 택시업체를 통해 15대를 운영하게 되며, 일반택시와 동일한 방식으로 운행되어 누구나 이용이 가능하다. ㅇ 차량 유지와 운행은 택시회사가 담당하고 차량에 대한 애프터서비스(AS)는 현대자동차가 지원한다. ㅇ 수소 충전은 현재 운영중인 수소충전소(매암충전소)에서 가능하며, 내년에는 2기의 충전소가 추가로 구축할 계획이다.
156595||국립공원 봄철 산불방지를 위한 일부 탐방로 출입 통제 □ 국립공원관리공단(이사장 ***)은 봄철 건조기를 맞아, 산불발생 위험이 높아질 것으로 예상되어 3월 1일부터 4월 30까지 전국 18개 국립공원내 일부 탐방로 구간과 산림지역에 대한 출입을 통제한다고 밝혔다. □ 이에 따라, 국립공원내 총 311개 탐방로(1,138.57km)중 산불발생 위험이 높은 79개 탐방로(464.07km)는 전면 출입을 통제하며, 산불위험이 상대적으로 낮은 232개 탐방로(674.07km)는 평상시와 같이 탐방이 가능하도록 개방된다. □ 특히 지리산 천왕봉, 노고단일원 등 탐방객들의 이용 욕구가 많은 주요 탐방로는 개방키로 하였는데 이는 산불조심에 대한 높은 국민의식과 자연보호 의식을 믿고, 제한하고 가두는 방식보다 국민이 함께 공감하는 열린탐방환경을 제공코자 취한 조치로 산불방지 노력에 국민들이 더욱 함께 참여해 줄 것을 특별히 강조했다.
2327055_4||10월 정보통신기술(ICT) 수출 154.9억불, 수입 93.5억불 3. 수입 및 수지 동향 10월 ICT 수입은 전년 동월(100.3억불)대비 6.8% 감소한 93.5억불 기록 ◦ (품목별) 반도체(37.7억불, △6.0%), 휴대폰(13.3억불, △3.4%), 컴퓨터 및 주변기기(9.5억불, △13.5%), 디스플레이(3.2억불, △42.6%)등 감소 ◦ (지역별) 중국(홍콩포함, 34.1억불, △22.2%), 대만(9.2억불, △10.1%), 일본(8.9억불, △9.5%), 미국(7.0억불, △11.4%)은 감소, 베트남(9.1억불, 18.6%↑)은 증가 10월 ICT 무역수지는 61.4억불 흑자를 기록 ◦ (품목별) 반도체(41.8억불), 디스플레이(15.9억불) 등 흑자 기조 ◦ (국가별) 최대 흑자국인 중국(홍콩 포함, 39.8억불), 베트남(13.8억불), 미국(10.0억불), EU(4.4억불)는 흑자 기조를 지속하였고, 對일 적자는 5.4억불을 기록
70f7367a06154869b96e2cda79332123_2||자치단체 자율통합 지원계획 Q&A 〈13〉자치단체 통합이 지역발전에 미치는 영향은? ○ 인구, 면적, 재정규모 등에 있어 규모의 경제를 실현하고 여러 지역에 분산된 産 ·學·硏·官 간 연계가 강화되어 지역의 총체적 역량이 제고되는 등 지역발전에 필요한 기반확충이 용이해짐 ○ 선거비용 절감, 각종 시설의 공동 이용* 등을 통한 자체투자 재원 확충과 정부의 획기적 재정지원을 바탕으로 지역발전을 위한 실효성 있는 투자가 가능해질 것임 ＊ 예) 창원컨벤션센터(2008년 람사르 총회 개최)의 공동 사용을 통해 국제회의장 신설에 필요한 예산 절감 가능 〈14〉비선호시설 집중 등 통합 후 농촌지역이 손해를 볼 우려는 없는가? ○ 현재 비선호시설 설치는 공모와 협약에 의한 입지를 선정하게 되어 있어, 도시지역이든 농촌지역이든 관계없이 주민의사에 반하여 설치하는 것은 불가능함 ○ 오히려 실증적으로 1995년 도농통합시 설치 후 10년 동안 농촌 지역보다 도시지역에 소각장 화장장 등 비선호시설이 더 많이 설치된 것으로 나타남 〈15〉군지역 주민의 경우 세금이 늘어나는 것은 아닌지? ○ 시와 군이 통합되더라도 읍·면 지역을 동으로 전환해야 하는 것은 아니어서 주민의 세금 증가는 없음 * 동 / 읍·면 지역 차등과세 세목 : 재산세, 면허세, 지방교육세 자경농민 등 감면 ○ 일부 읍·면이 동으로 전환될 경우에도 관련 법령과 조례에 별도 규정*을 두어 세금 증가가 없도록 조치할 계획임 * ① 재산세, 자경농민 등 감면 → 경과규정(시행령), ② 면허세 → 조례개정, ③ 지방교육세(주민세 균등할) → 세부담 증가가 경미(1,500원)하므로 현행 유지
612060_5||잊혀진 선조들의 생물자원 지혜 다시 빛 본다 ◇ 조선시대 문헌 94종을 분석하여 잊혀져가는 전통지식을 알기 쉽게 정리한 ‘해제로 보는 조선시대 생물자원’ 4권 발간 조선시대 문헌‘남환박물(南宦博物)’관련 남환박물(南宦博物)에 등장하는 보리장나무 관련 □ 보리장나무(Elaeagnus glabra Thunb.) ❍ 분류정보 - 보리수나무과(Elaeagnaceae) 보리수나무속(Elaeagnus L.) ❍ 분포 - 우리나라 전라남도와 제주도에 자생. 대만, 일본, 중국에 분포 ❍ 생태 및 형태 - 상록수로 꽃은 10~12월에 피며, 다음해 4~5월에 열매를 맺는다. - 잎은 긴 타원형 또는 타원상 피침형으로 마주나며, 길이는 4~8cm, 폭은 2.5~3.5cm이다. 잎 가장자리는 밋밋하거나 둔한 물결 모양으로 굴곡이 있으며, 잎자루에 적갈색 비늘털이 있다. ❍ 이용 및 활용 - 주로 열매를 먹는다. ❍ 근연종 - 보리수나무(Elaeagnus umbellata Thunb.) : 낙엽수로 봄에 개화하고, 가을에 열매 결실을 맺는다. 제주도를 포함한 중부 이남 분포 한다. - 보리밥나무(Elaeagnus macrophylla Thunb.) : 상록수이로 가을에 개화하고 봄에 열매 결실을 맺는다. 황해도 이남과 울릉도에 분포한다. ❍ 기타 - 부처님이 깨달음을 얻기 위해 고행했던 이야기에 등장하는 보리수는 중국 남부 및 동남아시아 열대 지역 분포하는 뽕나무과의 무화과 나무류(Ficus religiosa)이며, 이 나무는 우리나라에서 자랄 수가 없어 사찰 등에서는 중국 원산의 피나무과 보리자나무(Tilia miqueliana Maxim.)를 심고 있다.
